time,user,wanna,count,res
2020-11-16 22:33:30.454818,username3,wanna top,42,успех
2020-11-16 22:33:30.454818,username7,wanna top,7,успех
2020-11-16 22:33:30.454818,username5,wanna top,65,успех
2020-11-16 22:33:30.454818,username4,wanna top,88,фейл
2020-11-16 22:33:30.454818,username2,wanna top,28,успех
2020-11-16 22:33:30.454818,username2,wanna scoop,46,успех
2020-11-16 22:33:30.454818,username9,wanna scoop,126,успех
2020-11-16 22:33:30.454818,username2,wanna scoop,8,фейл
2020-11-16 22:33:30.454818,username3,wanna top,54,успех
2020-11-16 22:33:30.454818,username1,wanna top,16,успех
2020-11-16 22:33:30.454818,username6,wanna scoop,36,успех
2020-11-16 22:33:30.454818,username6,wanna top,72,успех
2020-11-16 22:33:30.454818,username3,wanna top,54,успех
2020-11-16 22:33:30.454818,username3,wanna scoop,42,успех
2020-11-16 22:33:30.454818,username9,wanna top,99,фейл
2020-11-16 22:33:30.454818,username8,wanna top,128,фейл
2020-11-16 22:33:30.454818,username1,wanna scoop,19,успех
2020-11-16 22:33:30.454818,username6,wanna scoop,150,фейл
2020-11-16 22:33:30.454818,username3,wanna top,18,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,24,успех
2020-11-16 22:33:30.454818,username8,wanna scoop,200,фейл
2020-11-16 22:33:30.454818,username2,wanna top,32,успех
2020-11-16 22:33:30.454818,username7,wanna scoop,105,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,11,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,7,успех
2020-11-16 22:33:30.454818,username7,wanna top,28,успех
2020-11-16 22:33:30.454818,username4,wanna scoop,16,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,12,успех
2020-11-16 22:33:30.454818,username3,wanna top,57,успех
2020-11-16 22:33:30.454818,username3,wanna scoop,6,успех
2020-11-16 22:33:30.454818,username4,wanna top,32,успех
2020-11-16 22:33:30.454818,username7,wanna top,91,успех
2020-11-16 22:33:30.454818,username4,wanna scoop,4,успех
2020-11-16 22:33:30.454818,username8,wanna scoop,200,фейл
2020-11-16 22:33:30.454818,username3,wanna scoop,60,успех
2020-11-16 22:33:30.454818,username6,wanna scoop,102,успех
2020-11-16 22:33:30.454818,username1,wanna top,21,успех
2020-11-16 22:33:30.454818,username7,wanna scoop,161,фейл
2020-11-16 22:33:30.454818,username2,wanna top,42,успех
2020-11-16 22:33:30.454818,username5,wanna scoop,35,успех
2020-11-16 22:33:30.454818,username7,wanna scoop,154,фейл
2020-11-16 22:33:30.454818,username1,wanna scoop,14,успех
2020-11-16 22:33:30.454818,username3,wanna top,33,успех
2020-11-16 22:33:30.454818,username10,wanna top,230,фейл
2020-11-16 22:33:30.454818,username3,wanna scoop,48,успех
2020-11-16 22:33:30.454818,username9,wanna scoop,99,фейл
2020-11-16 22:33:30.454818,username7,wanna top,14,успех
2020-11-16 22:33:30.454818,username3,wanna top,24,успех
2020-11-16 22:33:30.454818,username3,wanna top,72,успех
2020-11-16 22:33:30.454818,username4,wanna scoop,16,успех
2020-11-16 22:33:30.454818,username6,wanna scoop,60,успех
2020-11-16 22:33:30.454818,username2,wanna scoop,2,успех
2020-11-16 22:33:30.454818,username8,wanna scoop,16,успех
2020-11-16 22:33:30.454818,username9,wanna top,144,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,7,успех
2020-11-16 22:33:30.454818,username10,wanna scoop,250,фейл
2020-11-16 22:33:30.454818,username6,wanna scoop,18,успех
2020-11-16 22:33:30.454818,username6,wanna top,30,успех
2020-11-16 22:33:30.454818,username5,wanna scoop,80,успех
2020-11-16 22:33:30.454818,username10,wanna top,150,фейл
2020-11-16 22:33:30.454818,username10,wanna top,160,фейл
2020-11-16 22:33:30.454818,username10,wanna top,10,успех
2020-11-16 22:33:30.454818,username10,wanna scoop,160,фейл
2020-11-16 22:33:30.454818,username4,wanna top,28,успех
2020-11-16 22:33:30.454818,username9,wanna top,90,фейл
2020-11-16 22:33:30.454818,username1,wanna scoop,20,успех
2020-11-16 22:33:30.454818,username9,wanna scoop,153,фейл
2020-11-16 22:33:30.454818,username9,wanna scoop,153,фейл
2020-11-16 22:33:30.454818,username7,wanna top,7,успех
2020-11-16 22:33:30.454818,username5,wanna top,30,успех
2020-11-16 22:33:30.454818,username3,wanna top,33,успех
2020-11-16 22:33:30.454818,username2,wanna scoop,46,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,22,успех
2020-11-16 22:33:30.454818,username7,wanna top,175,фейл
2020-11-16 22:33:30.454818,username3,wanna scoop,69,успех
2020-11-16 22:33:30.454818,username4,wanna scoop,16,успех
2020-11-16 22:33:30.454818,username1,wanna scoop,12,успех
2020-11-16 22:33:30.454818,username3,wanna top,15,успех
2020-11-16 22:33:30.454818,username3,wanna scoop,18,успех
2020-11-16 22:33:30.454818,username6,wanna top,150,успех
2020-11-16 22:33:30.454818,username10,wanna scoop,190,фейл
2020-11-16 22:33:30.454818,username6,wanna top,126,фейл
2020-11-16 22:33:30.454818,username6,wanna scoop,132,успех
2020-11-16 22:33:30.454818,username3,wanna scoop,75,фейл
2020-11-16 22:33:30.454818,username2,wanna scoop,30,успех
2020-11-16 22:33:30.454818,username7,wanna scoop,7,успех
2020-11-16 22:33:30.454818,username5,wanna scoop,120,фейл
2020-11-16 22:33:30.454818,username7,wanna scoop,42,фейл
2020-11-16 22:33:30.454818,username8,wanna scoop,64,фейл
2020-11-16 22:33:30.454818,username1,wanna scoop,11,фейл
2020-11-16 22:33:30.454818,username4,wanna scoop,56,фейл
2020-11-16 22:33:30.454818,username7,wanna top,175,успех
2020-11-16 22:33:30.454818,username3,wanna top,6,успех
2020-11-16 22:33:30.454818,username5,wanna top,110,фейл
2020-11-16 22:33:30.454818,username8,wanna top,176,фейл
2020-11-16 22:33:30.454818,username4,wanna scoop,32,успех
2020-11-16 22:33:30.454818,username10,wanna scoop,170,фейл
2020-11-16 22:33:30.454818,username1,wanna top,2,успех
2020-11-16 22:33:30.454818,username9,wanna scoop,9,успех
2020-11-16 22:33:30.454818,username6,wanna scoop,24,успех
2020-11-16 22:33:30.454818,username10,wanna top,150,фейл
2020-11-16 22:33:30.454818,username3,wanna scoop,33,успех
2020-11-16 22:33:30.454818,username1,wanna top,18,успех
2020-11-16 22:33:30.454818,username8,wanna top,16,успех
2020-11-16 22:33:30.454818,username8,wanna top,160,фейл
2020-11-16 22:33:30.454818,username9,wanna scoop,198,фейл
2020-11-16 22:33:30.455815,username1,wanna scoop,13,успех
2020-11-16 22:33:30.455815,username9,wanna scoop,180,фейл
2020-11-16 22:33:30.455815,username10,wanna scoop,200,фейл
2020-11-16 22:33:30.455815,username4,wanna top,32,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,90,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,30,успех
2020-11-16 22:33:30.455815,username6,wanna top,42,успех
2020-11-16 22:33:30.455815,username3,wanna scoop,18,успех
2020-11-16 22:33:30.455815,username8,wanna top,144,успех
2020-11-16 22:33:30.455815,username6,wanna scoop,96,успех
2020-11-16 22:33:30.455815,username6,wanna top,102,успех
2020-11-16 22:33:30.455815,username1,wanna scoop,16,успех
2020-11-16 22:33:30.455815,username6,wanna top,126,фейл
2020-11-16 22:33:30.455815,username9,wanna top,198,фейл
2020-11-16 22:33:30.455815,username6,wanna scoop,126,успех
2020-11-16 22:33:30.455815,username1,wanna scoop,3,успех
2020-11-16 22:33:30.455815,username4,wanna top,96,успех
2020-11-16 22:33:30.455815,username5,wanna top,120,фейл
2020-11-16 22:33:30.455815,username5,wanna top,90,фейл
2020-11-16 22:33:30.455815,username7,wanna top,56,успех
2020-11-16 22:33:30.455815,username3,wanna scoop,39,успех
2020-11-16 22:33:30.455815,username7,wanna scoop,105,успех
2020-11-16 22:33:30.455815,username10,wanna top,160,фейл
2020-11-16 22:33:30.455815,username5,wanna scoop,125,фейл
2020-11-16 22:33:30.455815,username9,wanna scoop,117,фейл
2020-11-16 22:33:30.455815,username1,wanna top,10,успех
2020-11-16 22:33:30.455815,username2,wanna scoop,14,успех
2020-11-16 22:33:30.455815,username8,wanna scoop,176,фейл
2020-11-16 22:33:30.455815,username3,wanna top,24,успех
2020-11-16 22:33:30.455815,username1,wanna top,5,успех
2020-11-16 22:33:30.455815,username7,wanna scoop,161,фейл
2020-11-16 22:33:30.455815,username2,wanna top,38,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,5,успех
2020-11-16 22:33:30.455815,username9,wanna scoop,117,фейл
2020-11-16 22:33:30.455815,username7,wanna scoop,77,успех
2020-11-16 22:33:30.455815,username1,wanna scoop,23,успех
2020-11-16 22:33:30.455815,username10,wanna top,170,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,25,успех
2020-11-16 22:33:30.455815,username1,wanna scoop,6,успех
2020-11-16 22:33:30.455815,username10,wanna top,60,фейл
2020-11-16 22:33:30.455815,username6,wanna top,24,успех
2020-11-16 22:33:30.455815,username7,wanna scoop,105,успех
2020-11-16 22:33:30.455815,username10,wanna scoop,120,фейл
2020-11-16 22:33:30.455815,username7,wanna scoop,112,фейл
2020-11-16 22:33:30.455815,username2,wanna scoop,32,успех
2020-11-16 22:33:30.455815,username10,wanna scoop,120,фейл
2020-11-16 22:33:30.455815,username6,wanna top,18,успех
2020-11-16 22:33:30.455815,username8,wanna top,128,успех
2020-11-16 22:33:30.455815,username3,wanna top,3,успех
2020-11-16 22:33:30.455815,username4,wanna scoop,28,успех
2020-11-16 22:33:30.455815,username6,wanna top,24,успех
2020-11-16 22:33:30.455815,username3,wanna top,42,фейл
2020-11-16 22:33:30.455815,username9,wanna scoop,216,фейл
2020-11-16 22:33:30.455815,username10,wanna scoop,100,успех
2020-11-16 22:33:30.455815,username6,wanna top,54,успех
2020-11-16 22:33:30.455815,username9,wanna top,27,успех
2020-11-16 22:33:30.455815,username8,wanna scoop,8,успех
2020-11-16 22:33:30.455815,username10,wanna scoop,210,фейл
2020-11-16 22:33:30.455815,username5,wanna top,65,фейл
2020-11-16 22:33:30.455815,username10,wanna scoop,240,фейл
2020-11-16 22:33:30.455815,username5,wanna scoop,35,успех
2020-11-16 22:33:30.455815,username6,wanna top,30,успех
2020-11-16 22:33:30.455815,username5,wanna top,125,фейл
2020-11-16 22:33:30.455815,username2,wanna scoop,32,успех
2020-11-16 22:33:30.455815,username8,wanna top,120,фейл
2020-11-16 22:33:30.455815,username10,wanna scoop,110,успех
2020-11-16 22:33:30.455815,username9,wanna scoop,180,фейл
2020-11-16 22:33:30.455815,username8,wanna top,168,успех
2020-11-16 22:33:30.455815,username9,wanna scoop,171,успех
2020-11-16 22:33:30.455815,username4,wanna top,16,успех
2020-11-16 22:33:30.455815,username10,wanna scoop,190,фейл
2020-11-16 22:33:30.455815,username8,wanna scoop,88,фейл
2020-11-16 22:33:30.455815,username9,wanna scoop,90,фейл
2020-11-16 22:33:30.455815,username2,wanna top,42,успех
2020-11-16 22:33:30.455815,username9,wanna top,144,фейл
2020-11-16 22:33:30.455815,username1,wanna top,2,успех
2020-11-16 22:33:30.455815,username3,wanna top,45,успех
2020-11-16 22:33:30.455815,username4,wanna scoop,76,успех
2020-11-16 22:33:30.455815,username7,wanna scoop,70,фейл
2020-11-16 22:33:30.455815,username10,wanna top,80,успех
2020-11-16 22:33:30.455815,username9,wanna scoop,180,фейл
2020-11-16 22:33:30.455815,username8,wanna top,40,успех
2020-11-16 22:33:30.455815,username9,wanna scoop,108,успех
2020-11-16 22:33:30.455815,username3,wanna scoop,72,фейл
2020-11-16 22:33:30.455815,username9,wanna top,207,фейл
2020-11-16 22:33:30.455815,username8,wanna top,168,фейл
2020-11-16 22:33:30.455815,username8,wanna scoop,112,фейл
2020-11-16 22:33:30.455815,username3,wanna scoop,15,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,95,фейл
2020-11-16 22:33:30.455815,username4,wanna top,36,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,80,фейл
2020-11-16 22:33:30.455815,username6,wanna top,66,успех
2020-11-16 22:33:30.455815,username8,wanna top,128,фейл
2020-11-16 22:33:30.455815,username5,wanna scoop,25,успех
2020-11-16 22:33:30.455815,username4,wanna top,20,успех
2020-11-16 22:33:30.455815,username8,wanna top,64,успех
2020-11-16 22:33:30.455815,username6,wanna top,30,фейл
2020-11-16 22:33:30.455815,username1,wanna scoop,21,успех
2020-11-16 22:33:30.455815,username7,wanna scoop,84,успех
2020-11-16 22:33:30.455815,username9,wanna top,126,фейл
2020-11-16 22:33:30.455815,username6,wanna scoop,102,фейл
2020-11-16 22:33:30.455815,username3,wanna scoop,24,успех
2020-11-16 22:33:30.455815,username8,wanna scoop,160,фейл
2020-11-16 22:33:30.455815,username6,wanna scoop,48,успех
2020-11-16 22:33:30.455815,username3,wanna top,48,успех
2020-11-16 22:33:30.455815,username8,wanna top,24,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,60,успех
2020-11-16 22:33:30.455815,username3,wanna scoop,9,успех
2020-11-16 22:33:30.455815,username2,wanna scoop,24,фейл
2020-11-16 22:33:30.455815,username7,wanna top,154,успех
2020-11-16 22:33:30.455815,username8,wanna top,96,фейл
2020-11-16 22:33:30.455815,username6,wanna scoop,72,успех
2020-11-16 22:33:30.455815,username5,wanna scoop,120,фейл
2020-11-16 22:33:30.455815,username6,wanna top,66,успех
2020-11-16 22:33:30.455815,username8,wanna top,200,фейл
2020-11-16 22:33:30.455815,username7,wanna scoop,63,успех
2020-11-16 22:33:30.455815,username4,wanna top,92,успех
2020-11-16 22:33:30.455815,username7,wanna top,168,фейл
2020-11-16 22:33:30.455815,username6,wanna top,12,фейл
2020-11-16 22:33:30.455815,username10,wanna top,130,фейл
2020-11-16 22:33:30.455815,username7,wanna top,161,фейл
2020-11-16 22:33:30.455815,username1,wanna top,9,фейл
2020-11-16 22:33:30.455815,username10,wanna scoop,160,успех
2020-11-16 22:33:30.455815,username3,wanna top,75,успех
2020-11-16 22:33:30.455815,username3,wanna scoop,15,успех
2020-11-16 22:33:30.455815,username8,wanna top,144,фейл
2020-11-16 22:33:30.455815,username3,wanna scoop,69,успех
2020-11-16 22:33:30.455815,username7,wanna top,168,успех
2020-11-16 22:33:30.455815,username7,wanna scoop,147,успех
2020-11-16 22:33:30.455815,username6,wanna scoop,36,успех
2020-11-16 22:33:30.455815,username1,wanna top,5,успех
2020-11-16 22:33:30.455815,username10,wanna top,150,успех
2020-11-16 22:33:30.456813,username6,wanna top,144,фейл
2020-11-16 22:33:30.456813,username6,wanna scoop,132,успех
2020-11-16 22:33:30.456813,username8,wanna top,192,фейл
2020-11-16 22:33:30.456813,username7,wanna scoop,168,фейл
2020-11-16 22:33:30.456813,username6,wanna top,132,успех
2020-11-16 22:33:30.456813,username3,wanna scoop,45,успех
2020-11-16 22:33:30.456813,username6,wanna top,42,успех
2020-11-16 22:33:30.456813,username5,wanna scoop,60,успех
2020-11-16 22:33:30.456813,username2,wanna top,34,успех
2020-11-16 22:33:30.456813,username5,wanna scoop,40,успех
2020-11-16 22:33:30.456813,username6,wanna top,114,фейл
2020-11-16 22:33:30.456813,username6,wanna scoop,42,успех
2020-11-16 22:33:30.456813,username4,wanna top,92,успех
2020-11-16 22:33:30.456813,username3,wanna top,9,успех
2020-11-16 22:33:30.456813,username7,wanna top,98,фейл
2020-11-16 22:33:30.456813,username4,wanna scoop,28,успех
2020-11-16 22:33:30.456813,username1,wanna top,8,успех
2020-11-16 22:33:30.456813,username5,wanna scoop,30,успех
2020-11-16 22:33:30.456813,username4,wanna scoop,12,успех
2020-11-16 22:33:30.456813,username2,wanna scoop,12,успех
2020-11-16 22:33:30.456813,username9,wanna scoop,135,фейл
2020-11-16 22:33:30.456813,username7,wanna scoop,140,фейл
2020-11-16 22:33:30.456813,username6,wanna scoop,108,фейл
2020-11-16 22:33:30.456813,username5,wanna top,65,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,144,успех
2020-11-16 22:33:30.456813,username9,wanna top,54,успех
2020-11-16 22:33:30.456813,username7,wanna scoop,98,фейл
2020-11-16 22:33:30.456813,username4,wanna top,80,успех
2020-11-16 22:33:30.456813,username8,wanna scoop,192,фейл
2020-11-16 22:33:30.456813,username2,wanna scoop,20,успех
2020-11-16 22:33:30.456813,username9,wanna top,27,успех
2020-11-16 22:33:30.456813,username4,wanna scoop,24,успех
2020-11-16 22:33:30.456813,username10,wanna scoop,140,фейл
2020-11-16 22:33:30.456813,username1,wanna scoop,10,успех
2020-11-16 22:33:30.456813,username7,wanna scoop,7,успех
2020-11-16 22:33:30.456813,username6,wanna top,114,фейл
2020-11-16 22:33:30.456813,username1,wanna scoop,22,успех
2020-11-16 22:33:30.456813,username5,wanna scoop,115,фейл
2020-11-16 22:33:30.456813,username3,wanna top,45,успех
2020-11-16 22:33:30.456813,username4,wanna top,4,успех
2020-11-16 22:33:30.456813,username9,wanna scoop,189,фейл
2020-11-16 22:33:30.456813,username5,wanna top,50,успех
2020-11-16 22:33:30.456813,username3,wanna top,39,фейл
2020-11-16 22:33:30.456813,username2,wanna scoop,16,успех
2020-11-16 22:33:30.456813,username7,wanna scoop,91,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,54,успех
2020-11-16 22:33:30.456813,username6,wanna top,42,успех
2020-11-16 22:33:30.456813,username5,wanna scoop,15,успех
2020-11-16 22:33:30.456813,username4,wanna scoop,4,успех
2020-11-16 22:33:30.456813,username8,wanna top,96,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,108,успех
2020-11-16 22:33:30.456813,username8,wanna scoop,8,успех
2020-11-16 22:33:30.456813,username1,wanna top,5,успех
2020-11-16 22:33:30.456813,username10,wanna top,40,успех
2020-11-16 22:33:30.456813,username6,wanna top,66,успех
2020-11-16 22:33:30.456813,username8,wanna top,192,фейл
2020-11-16 22:33:30.456813,username4,wanna top,60,успех
2020-11-16 22:33:30.456813,username9,wanna scoop,90,успех
2020-11-16 22:33:30.456813,username5,wanna scoop,80,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,18,успех
2020-11-16 22:33:30.456813,username9,wanna top,180,успех
2020-11-16 22:33:30.456813,username10,wanna top,80,фейл
2020-11-16 22:33:30.456813,username3,wanna top,69,фейл
2020-11-16 22:33:30.456813,username6,wanna scoop,90,успех
2020-11-16 22:33:30.456813,username3,wanna scoop,72,успех
2020-11-16 22:33:30.456813,username1,wanna scoop,21,успех
2020-11-16 22:33:30.456813,username1,wanna top,25,успех
2020-11-16 22:33:30.456813,username6,wanna top,66,успех
2020-11-16 22:33:30.456813,username7,wanna scoop,84,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,24,фейл
2020-11-16 22:33:30.456813,username8,wanna top,136,успех
2020-11-16 22:33:30.456813,username4,wanna top,68,фейл
2020-11-16 22:33:30.456813,username7,wanna top,140,фейл
2020-11-16 22:33:30.456813,username10,wanna top,80,фейл
2020-11-16 22:33:30.456813,username1,wanna scoop,22,успех
2020-11-16 22:33:30.456813,username7,wanna top,77,фейл
2020-11-16 22:33:30.456813,username4,wanna top,80,фейл
2020-11-16 22:33:30.456813,username10,wanna scoop,150,фейл
2020-11-16 22:33:30.456813,username10,wanna scoop,140,фейл
2020-11-16 22:33:30.456813,username2,wanna scoop,36,успех
2020-11-16 22:33:30.456813,username4,wanna scoop,88,успех
2020-11-16 22:33:30.456813,username5,wanna top,95,успех
2020-11-16 22:33:30.456813,username2,wanna top,46,успех
2020-11-16 22:33:30.456813,username7,wanna top,112,фейл
2020-11-16 22:33:30.456813,username1,wanna top,1,успех
2020-11-16 22:33:30.456813,username1,wanna top,8,успех
2020-11-16 22:33:30.456813,username5,wanna top,120,фейл
2020-11-16 22:33:30.456813,username2,wanna scoop,2,успех
2020-11-16 22:33:30.456813,username10,wanna scoop,40,успех
2020-11-16 22:33:30.456813,username3,wanna scoop,36,успех
2020-11-16 22:33:30.456813,username7,wanna scoop,91,фейл
2020-11-16 22:33:30.456813,username5,wanna top,105,успех
2020-11-16 22:33:30.456813,username7,wanna top,140,фейл
2020-11-16 22:33:30.456813,username2,wanna top,30,фейл
2020-11-16 22:33:30.456813,username3,wanna scoop,39,успех
2020-11-16 22:33:30.456813,username10,wanna top,220,фейл
2020-11-16 22:33:30.456813,username6,wanna top,144,фейл
2020-11-16 22:33:30.456813,username8,wanna top,24,успех
2020-11-16 22:33:30.456813,username9,wanna top,90,фейл
2020-11-16 22:33:30.456813,username4,wanna scoop,96,успех
2020-11-16 22:33:30.456813,username10,wanna top,120,успех
2020-11-16 22:33:30.456813,username1,wanna top,22,фейл
2020-11-16 22:33:30.456813,username10,wanna top,140,фейл
2020-11-16 22:33:30.456813,username9,wanna scoop,108,успех
2020-11-16 22:33:30.456813,username4,wanna top,24,успех
2020-11-16 22:33:30.456813,username3,wanna scoop,45,успех
2020-11-16 22:33:30.456813,username2,wanna top,8,успех
2020-11-16 22:33:30.456813,username5,wanna top,55,успех
2020-11-16 22:33:30.456813,username1,wanna scoop,10,успех
2020-11-16 22:33:30.456813,username10,wanna top,140,фейл
2020-11-16 22:33:30.456813,username1,wanna scoop,3,успех
2020-11-16 22:33:30.456813,username9,wanna scoop,27,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,60,успех
2020-11-16 22:33:30.456813,username9,wanna scoop,27,фейл
2020-11-16 22:33:30.456813,username4,wanna scoop,40,фейл
2020-11-16 22:33:30.456813,username6,wanna top,42,успех
2020-11-16 22:33:30.456813,username5,wanna top,75,успех
2020-11-16 22:33:30.456813,username8,wanna scoop,40,успех
2020-11-16 22:33:30.456813,username6,wanna scoop,96,успех
2020-11-16 22:33:30.456813,username10,wanna scoop,80,фейл
2020-11-16 22:33:30.456813,username1,wanna scoop,12,фейл
2020-11-16 22:33:30.456813,username2,wanna top,34,успех
2020-11-16 22:33:30.456813,username9,wanna top,63,успех
2020-11-16 22:33:30.456813,username8,wanna scoop,72,успех
2020-11-16 22:33:30.456813,username1,wanna top,18,успех
2020-11-16 22:33:30.456813,username3,wanna top,36,успех
2020-11-16 22:33:30.456813,username8,wanna scoop,32,успех
2020-11-16 22:33:30.457811,username3,wanna top,72,успех
2020-11-16 22:33:30.457811,username3,wanna scoop,15,успех
2020-11-16 22:33:30.457811,username3,wanna scoop,24,успех
2020-11-16 22:33:30.457811,username7,wanna scoop,28,успех
2020-11-16 22:33:30.457811,username3,wanna scoop,15,успех
2020-11-16 22:33:30.457811,username4,wanna scoop,96,фейл
2020-11-16 22:33:30.457811,username5,wanna scoop,25,успех
2020-11-16 22:33:30.457811,username2,wanna scoop,38,фейл
2020-11-16 22:33:30.457811,username7,wanna top,42,успех
2020-11-16 22:33:30.457811,username1,wanna top,14,успех
2020-11-16 22:33:30.457811,username10,wanna top,70,успех
2020-11-16 22:33:30.457811,username7,wanna scoop,21,успех
2020-11-16 22:33:30.457811,username5,wanna top,55,успех
2020-11-16 22:33:30.457811,username4,wanna scoop,64,успех
2020-11-16 22:33:30.457811,username9,wanna scoop,18,успех
2020-11-16 22:33:30.457811,username9,wanna scoop,99,фейл
2020-11-16 22:33:30.457811,username2,wanna scoop,26,успех
2020-11-16 22:33:30.457811,username4,wanna top,44,успех
2020-11-16 22:33:30.457811,username7,wanna scoop,168,фейл
2020-11-16 22:33:30.457811,username1,wanna scoop,18,успех
2020-11-16 22:33:30.457811,username2,wanna top,6,успех
2020-11-16 22:33:30.457811,username3,wanna top,45,успех
2020-11-16 22:33:30.457811,username6,wanna top,60,фейл
2020-11-16 22:33:30.457811,username2,wanna top,22,успех
2020-11-16 22:33:30.457811,username7,wanna scoop,133,успех
2020-11-16 22:33:30.457811,username8,wanna top,8,успех
2020-11-16 22:33:30.457811,username7,wanna top,98,успех
2020-11-16 22:33:30.457811,username7,wanna top,49,успех
2020-11-16 22:33:30.457811,username9,wanna top,162,фейл
2020-11-16 22:33:30.457811,username8,wanna top,24,фейл
2020-11-16 22:33:30.457811,username1,wanna scoop,6,успех
2020-11-16 22:33:30.457811,username4,wanna scoop,88,успех
2020-11-16 22:33:30.457811,username8,wanna scoop,56,успех
2020-11-16 22:33:30.457811,username7,wanna scoop,133,фейл
2020-11-16 22:33:30.457811,username7,wanna scoop,49,фейл
2020-11-16 22:33:30.457811,username1,wanna top,18,успех
2020-11-16 22:33:30.457811,username8,wanna top,96,успех
2020-11-16 22:33:30.457811,username8,wanna top,8,успех
2020-11-16 22:33:30.457811,username5,wanna scoop,80,успех
2020-11-16 22:33:30.457811,username6,wanna scoop,18,успех
2020-11-16 22:33:30.457811,username7,wanna scoop,49,успех
2020-11-16 22:33:30.457811,username2,wanna top,30,успех
2020-11-16 22:33:30.457811,username5,wanna top,45,успех
2020-11-16 22:33:30.457811,username4,wanna top,44,успех
2020-11-16 22:33:30.457811,username7,wanna top,126,фейл
2020-11-16 22:33:30.457811,username10,wanna scoop,190,фейл
2020-11-16 22:33:30.457811,username8,wanna top,168,фейл
2020-11-16 22:33:30.457811,username10,wanna top,170,фейл
2020-11-16 22:33:30.457811,username3,wanna top,33,успех
2020-11-16 22:33:30.457811,username4,wanna top,12,успех
2020-11-16 22:33:30.457811,username1,wanna scoop,4,успех
2020-11-16 22:33:30.457811,username9,wanna scoop,198,фейл
2020-11-16 22:33:30.457811,username10,wanna scoop,140,успех
2020-11-16 22:33:30.457811,username3,wanna top,39,успех
2020-11-16 22:33:30.457811,username10,wanna scoop,80,фейл
2020-11-16 22:33:30.457811,username5,wanna scoop,125,фейл
2020-11-16 22:33:30.457811,username5,wanna scoop,45,успех
2020-11-16 22:33:30.457811,username2,wanna scoop,46,фейл
2020-11-16 22:33:30.457811,username10,wanna top,140,успех
2020-11-16 22:33:30.457811,username8,wanna top,80,фейл
2020-11-16 22:33:30.457811,username5,wanna scoop,40,успех
2020-11-16 22:33:30.457811,username10,wanna top,240,фейл
2020-11-16 22:33:30.457811,username5,wanna top,110,фейл
2020-11-16 22:33:30.457811,username2,wanna top,28,успех
2020-11-16 22:33:30.457811,username1,wanna top,19,успех
2020-11-16 22:33:30.457811,username2,wanna scoop,6,успех
2020-11-16 22:33:30.457811,username6,wanna scoop,84,успех
2020-11-16 22:33:30.457811,username8,wanna scoop,192,фейл
2020-11-16 22:33:30.457811,username1,wanna scoop,20,успех
2020-11-16 22:33:30.457811,username7,wanna top,7,успех
2020-11-16 22:33:30.457811,username6,wanna scoop,132,фейл
2020-11-16 22:33:30.457811,username8,wanna top,32,успех
2020-11-16 22:33:30.457811,username6,wanna scoop,132,фейл
2020-11-16 22:33:30.457811,username5,wanna top,15,успех
2020-11-16 22:33:30.457811,username9,wanna top,135,фейл
2020-11-16 22:33:30.457811,username1,wanna scoop,11,успех
2020-11-16 22:33:30.457811,username10,wanna scoop,90,успех
2020-11-16 22:33:30.457811,username4,wanna scoop,28,фейл
2020-11-16 22:33:30.457811,username10,wanna scoop,80,фейл
2020-11-16 22:33:30.457811,username3,wanna scoop,21,фейл
2020-11-16 22:33:30.457811,username7,wanna top,161,успех
2020-11-16 22:33:30.457811,username6,wanna scoop,6,успех
2020-11-16 22:33:30.457811,username5,wanna top,70,фейл
2020-11-16 22:33:30.457811,username9,wanna top,198,фейл
2020-11-16 22:33:30.457811,username5,wanna top,100,фейл
2020-11-16 22:33:30.457811,username3,wanna scoop,9,успех
2020-11-16 22:33:30.457811,username2,wanna top,42,фейл
2020-11-16 22:33:30.457811,username9,wanna top,108,фейл
2020-11-16 22:33:30.457811,username3,wanna scoop,54,успех
2020-11-16 22:33:30.457811,username3,wanna top,30,успех
2020-11-16 22:33:30.457811,username10,wanna scoop,50,успех
2020-11-16 22:33:30.457811,username5,wanna top,10,успех
2020-11-16 22:33:30.457811,username9,wanna scoop,135,фейл
2020-11-16 22:33:30.457811,username5,wanna top,95,успех
2020-11-16 22:33:30.457811,username3,wanna top,63,фейл
